"pattern"	"genecount"	"genelen"	"nhits"	"sample"
"7676"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPD"	4	195	148852	"T147"
"7677"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	62	154	148852	"T147"
"7678"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF"	7	157	148852	"T147"
"7679"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	2	268	148852	"T147"
"7680"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	4	280	148852	"T147"
"7681"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	5	191	148852	"T147"
"7682"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	5	207	148852	"T147"
"7683"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	1	248	148852	"T147"
"7684"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA"	27	156	148852	"T147"
"7685"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	65	156	148852	"T147"
"7686"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	7	171	148852	"T147"
"7687"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA"	2	249	148852	"T147"
"7688"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	45	155	148852	"T147"
"7689"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH"	2	172	148852	"T147"
"7690"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	14	166	148852	"T147"
"7691"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX"	3	169	148852	"T147"
"7692"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR"	3	268	148852	"T147"
"7693"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	10	264	148852	"T147"
"7694"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR"	1	182	148852	"T147"
"7695"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	4	290	148852	"T147"
"7696"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	18	171	148852	"T147"
"7697"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	1	179	148852	"T147"
"7698"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	6	171	148852	"T147"
"7699"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	256	150	148852	"T147"
"7700"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB"	72	152	148852	"T147"
"7701"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE"	10	150	148852	"T147"
"7702"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	88	150	148852	"T147"
"7703"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	67	151	148852	"T147"
"7704"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	5	196	148852	"T147"
"7705"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB"	2	194	148852	"T147"
"7706"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	14	154	148852	"T147"
"7707"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	1	189	148852	"T147"
"7708"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	30	158	148852	"T147"
"7709"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD"	29	152	148852	"T147"
"7710"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR"	30	151	148852	"T147"
"7711"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS"	100	151	148852	"T147"
"7712"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR"	2	274	148852	"T147"
"7713"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS"	8	165	148852	"T147"
"7714"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	3	169	148852	"T147"
"7715"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	4	153	148852	"T147"
"7716"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	6	206	148852	"T147"
"7717"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	14	199	148852	"T147"
"7718"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	14	165	148852	"T147"
"7719"	"Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR"	9	153	148852	"T147"
"7720"	"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	3	153	148852	"T147"
"7721"	"Metals|Sodium_resistance|Sodium_resistance_protein|NHAB"	8	188	148852	"T147"
"7722"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	4	174	148852	"T147"
"7723"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	17	181	148852	"T147"
"7724"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	5	178	148852	"T147"
"7725"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC"	3	189	148852	"T147"
"7726"	"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	11	163	148852	"T147"
"7727"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	1	194	148852	"T147"
"7728"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	2	194	148852	"T147"
"7729"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITD"	2	159	148852	"T147"
"7730"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA"	34	159	148852	"T147"
"7731"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	59	161	148852	"T147"
"7732"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID"	2	200	148852	"T147"
"7733"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA"	42	188	148852	"T147"
"7734"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	22	154	148852	"T147"
"7735"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA"	1	262	148852	"T147"
"7736"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	1	262	148852	"T147"
"7737"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN"	1	220	148852	"T147"
"7738"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB"	2	188	148852	"T147"
"7739"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	4	233	148852	"T147"
"7740"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS"	1	219	148852	"T147"
"7741"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	86	165	148852	"T147"
"7742"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB"	3	159	148852	"T147"
"7743"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	9	151	148852	"T147"
"7744"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	63	156	148852	"T147"
"7745"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	29	156	148852	"T147"
"7746"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	6	180	148852	"T147"
"7747"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	5	181	148852	"T147"
"7748"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	12	161	148852	"T147"
"7749"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	1	270	148852	"T147"
"7750"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR"	7	183	148852	"T147"
"7751"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	10	209	148852	"T147"
"7752"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	6	151	148852	"T147"
"7753"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	8	191	148852	"T147"
"7754"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRASM"	2	179	148852	"T147"
"7755"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	6	202	148852	"T147"
"7756"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	8	178	148852	"T147"
"7757"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	3	202	148852	"T147"
"7758"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	8	182	148852	"T147"
"7759"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	1	229	148852	"T147"
"7760"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	6	163	148852	"T147"
"7761"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR"	1	181	148852	"T147"
"7762"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	1	210	148852	"T147"
"7763"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	20	168	148852	"T147"
"7764"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	6	156	148852	"T147"
"7765"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	24	159	148852	"T147"
"7766"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE"	1	174	148852	"T147"
"7767"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	29	165	148852	"T147"
"7768"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	46	152	148852	"T147"
"7769"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	42	156	148852	"T147"
"7770"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPG"	16	161	148852	"T147"
"7771"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	219	150	148852	"T147"
"7772"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC"	5	155	148852	"T147"
"7773"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	5	159	148852	"T147"
"7774"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	15	154	148852	"T147"
"7775"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	10	175	148852	"T147"
"7776"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	7	179	148852	"T147"
"7777"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	5	190	148852	"T147"
"7778"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	22	164	148852	"T147"
"7779"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	24	152	148852	"T147"
"7780"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	309	152	148852	"T147"
"7781"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	42	164	148852	"T147"
"7782"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	88	158	148852	"T147"
"7783"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	115	155	148852	"T147"
"7784"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	84	156	148852	"T147"
"7785"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	24	156	148852	"T147"
"7786"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRZ"	3	245	148852	"T147"
"7787"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	968	168	148852	"T147"
"7788"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	115	151	148852	"T147"
"7789"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX"	1	163	148852	"T147"
"7790"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	19	162	148852	"T147"
"7791"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	280	151	148852	"T147"
"7792"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	33	177	148852	"T147"
"7793"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	4	157	148852	"T147"
"7794"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	29	155	148852	"T147"
"7795"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	2	238	148852	"T147"
"7796"	"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	6	151	30313	"T124"
"7797"	"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	6	201	30313	"T124"
"7798"	"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	3	201	30313	"T124"
"7799"	"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	2	177	30313	"T124"
"7800"	"Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB"	1	215	30313	"T124"
"7801"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	14	209	30313	"T124"
"7802"	"Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY"	3	198	30313	"T124"
"7803"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	3	191	30313	"T124"
"7804"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	2	248	30313	"T124"
"7805"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	4	239	30313	"T124"
"7806"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO"	1	176	30313	"T124"
"7807"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB"	9	188	30313	"T124"
"7808"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	10	197	30313	"T124"
"7809"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB"	2	222	30313	"T124"
"7810"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	3	197	30313	"T124"
"7811"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	8	185	30313	"T124"
"7812"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGE"	6	192	30313	"T124"
"7813"	"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	9	154	30313	"T124"
"7814"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	3	169	30313	"T124"
"7815"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	5	161	30313	"T124"
"7816"	"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA"	1	269	30313	"T124"
"7817"	"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	2	164	30313	"T124"
"7818"	"Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC"	9	187	30313	"T124"
"7819"	"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	2	172	30313	"T124"
"7820"	"Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA"	5	243	30313	"T124"
"7821"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	25	161	30313	"T124"
"7822"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	33	153	30313	"T124"
"7823"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	27	175	30313	"T124"
"7824"	"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	4	167	30313	"T124"
"7825"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	18	183	30313	"T124"
"7826"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6"	35	150	30313	"T124"
"7827"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9"	2	154	30313	"T124"
"7828"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	12	163	30313	"T124"
"7829"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	35	163	30313	"T124"
"7830"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME"	3	217	30313	"T124"
"7831"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	8	180	30313	"T124"
"7832"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	7816	150	30313	"T124"
"7833"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation"	1	276	30313	"T124"
"7834"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	869	150	30313	"T124"
"7835"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	640	150	30313	"T124"
"7836"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	640	150	30313	"T124"
"7837"	"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	16	159	30313	"T124"
"7838"	"Drugs|betalactams|Class_A_betalactamases|CTX"	6	223	30313	"T124"
"7839"	"Drugs|betalactams|Class_A_betalactamases|GES"	6	168	30313	"T124"
"7840"	"Drugs|betalactams|Class_A_betalactamases|PENA"	2	192	30313	"T124"
"7841"	"Drugs|betalactams|Class_A_betalactamases|TEM"	296	261	30313	"T124"
"7842"	"Drugs|betalactams|Class_A_betalactamases|VEB"	2	174	30313	"T124"
"7843"	"Drugs|betalactams|Class_B_betalactamases|BJP1"	11	182	30313	"T124"
"7844"	"Drugs|betalactams|Class_B_betalactamases|VIM"	2	174	30313	"T124"
"7845"	"Drugs|betalactams|Class_C_betalactamases|AMPC"	3	236	30313	"T124"
"7846"	"Drugs|betalactams|Class_C_betalactamases|BLAEC"	30	236	30313	"T124"
"7847"	"Drugs|betalactams|Class_C_betalactamases|OCH"	12	220	30313	"T124"
"7848"	"Drugs|betalactams|Class_D_betalactamases|OXA"	33	155	30313	"T124"
"7849"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	8	164	30313	"T124"
"7850"	"Drugs|betalactams|Penicillin_binding_protein|AMPH"	3	194	30313	"T124"
"7851"	"Drugs|betalactams|Penicillin_binding_protein|PBP4B"	1	178	30313	"T124"
"7852"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	640	150	30313	"T124"
"7853"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA"	4	177	30313	"T124"
"7854"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF"	2	173	30313	"T124"
"7855"	"Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS|RequiresSNPConfirmation"	2	252	30313	"T124"
"7856"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	349	151	30313	"T124"
"7857"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	158	150	30313	"T124"
"7858"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	26	151	30313	"T124"
"7859"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	36	167	30313	"T124"
"7860"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	2	219	30313	"T124"
"7861"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation"	3	228	30313	"T124"
"7862"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	6	172	30313	"T124"
"7863"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	1	231	30313	"T124"
"7864"	"Drugs|Glycopeptides|VanO-type_regulator|VANRO"	2	161	30313	"T124"
"7865"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	6	182	30313	"T124"
"7866"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	6	157	30313	"T124"
"7867"	"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	4	187	30313	"T124"
"7868"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMB"	18	161	30313	"T124"
"7869"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMG"	6	278	30313	"T124"
"7870"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMR"	2	278	30313	"T124"
"7871"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMT"	6	278	30313	"T124"
"7872"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMX"	29	168	30313	"T124"
"7873"	"Drugs|MLS|23S_rRNA_methyltransferases|MYRA"	2	183	30313	"T124"
"7874"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	3	175	30313	"T124"
"7875"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	5	154	30313	"T124"
"7876"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	9817	150	30313	"T124"
"7877"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	11	152	30313	"T124"
"7878"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	16	177	30313	"T124"
"7879"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	11	156	30313	"T124"
"7880"	"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE"	2	166	30313	"T124"
"7881"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	204	153	30313	"T124"
"7882"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB"	1	211	30313	"T124"
"7883"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	5	178	30313	"T124"
"7884"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	9	172	30313	"T124"
"7885"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	4	166	30313	"T124"
"7886"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	1	177	30313	"T124"
"7887"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	36	159	30313	"T124"
"7888"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	37	155	30313	"T124"
"7889"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	6	153	30313	"T124"
"7890"	"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	17	170	30313	"T124"
"7891"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation"	1	253	30313	"T124"
"7892"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	12	163	30313	"T124"
"7893"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	24	197	30313	"T124"
"7894"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	669	150	30313	"T124"
"7895"	"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	36	152	30313	"T124"
"7896"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	9	167	30313	"T124"
"7897"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR"	1	195	30313	"T124"
"7898"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	90	150	30313	"T124"
"7899"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	204	152	30313	"T124"
"7900"	"Drugs|Rifampin|Monooxygenase|IRI"	4	200	30313	"T124"
"7901"	"Drugs|Rifampin|Monooxygenase|ROX"	4	200	30313	"T124"
"7902"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	643	150	30313	"T124"
"7903"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	12	171	30313	"T124"
"7904"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	35	180	30313	"T124"
"7905"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	3	180	30313	"T124"
"7906"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33"	35	152	30313	"T124"
